timestamp;dataset;config;contamination_rate;purification_method;train_limit;n_train_original;n_contaminated;n_patches_removed;n_test;seed;knn_k;percentile_threshold;img_auroc;pix_auroc;pix_aupr;n_masks_found;auroc_delta_vs_clean;recovery_rate;pix_auroc_delta_vs_clean;pix_recovery_rate;inference_time_s
2026-02-18T05:06:50.910178;mvtec_AD/grid;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;78;1;5;95;0.9181;0.9946;0.4815;57;0.0000;;0.0000;;0.01
2026-02-18T05:06:59.102030;mvtec_AD/grid;cont_30pct_none;0.3;none;10;10;3;0;78;1;5;95;0.8363;0.9744;0.5001;57;-0.0819;;-0.0202;;2.22
2026-02-18T05:07:09.480091;mvtec_AD/grid;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;78;1;5;95;0.9156;0.9942;0.4822;57;-0.0025;0.9694;-0.0004;0.9802;4.36
2026-02-18T05:07:17.126374;mvtec_AD/grid;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;78;1;5;95;0.9106;0.9945;0.4790;57;-0.0075;0.9082;-0.0001;0.9956;1.57
2026-02-18T05:07:25.490889;mvtec_AD/grid;cont_0pct_none;0.0;none;10;10;0;0;78;2;5;95;0.9273;0.9945;0.4639;57;;;;;2.21
2026-02-18T05:07:35.562526;mvtec_AD/grid;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;78;2;5;95;0.9373;0.9943;0.4622;57;0.0100;;-0.0002;;4.04
2026-02-18T05:07:41.600521;mvtec_AD/grid;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;78;2;5;95;0.9273;0.9945;0.4639;57;0.0000;;0.0000;;0.01
2026-02-18T05:07:49.849864;mvtec_AD/grid;cont_30pct_none;0.3;none;10;10;3;0;78;2;5;95;0.8530;0.9772;0.4131;57;-0.0744;;-0.0174;;2.22
2026-02-18T05:08:00.117672;mvtec_AD/grid;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;78;2;5;95;0.9048;0.9946;0.4824;57;-0.0226;0.6966;0.0000;1.0019;4.20
2026-02-18T05:08:07.662267;mvtec_AD/grid;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;78;2;5;95;0.9181;0.9945;0.4630;57;-0.0092;0.8764;-0.0000;0.9988;1.52
2026-02-18T05:08:16.001345;mvtec_AD/grid;cont_0pct_none;0.0;none;10;10;0;0;78;3;5;95;0.9482;0.9948;0.4937;57;;;;;2.20
2026-02-18T05:08:26.139187;mvtec_AD/grid;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;78;3;5;95;0.9482;0.9946;0.4838;57;0.0000;;-0.0002;;4.06
2026-02-18T05:08:32.220650;mvtec_AD/grid;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;78;3;5;95;0.9482;0.9948;0.4937;57;0.0000;;0.0000;;0.01
2026-02-18T05:08:40.389573;mvtec_AD/grid;cont_30pct_none;0.3;none;10;10;3;0;78;3;5;95;0.8622;0.9847;0.4888;57;-0.0860;;-0.0100;;2.17
2026-02-18T05:08:50.513451;mvtec_AD/grid;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;78;3;5;95;0.8981;0.9947;0.4944;57;-0.0501;0.4175;-0.0001;0.9930;4.15
2026-02-18T05:08:58.096586;mvtec_AD/grid;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;78;3;5;95;0.9424;0.9948;0.4951;57;-0.0058;0.9320;0.0000;1.0025;1.59
2026-02-18T05:09:06.477895;mvtec_AD/grid;cont_0pct_none;0.0;none;10;10;0;0;78;4;5;95;0.9315;0.9945;0.4680;57;;;;;2.22
2026-02-18T05:09:16.787590;mvtec_AD/grid;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;78;4;5;95;0.9231;0.9942;0.4588;57;-0.0084;;-0.0003;;4.32
2026-02-18T05:09:22.821004;mvtec_AD/grid;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;78;4;5;95;0.9315;0.9945;0.4680;57;0.0000;;0.0000;;0.01
2026-02-18T05:09:31.123302;mvtec_AD/grid;cont_30pct_none;0.3;none;10;10;3;0;78;4;5;95;0.8271;0.9931;0.5492;57;-0.1044;;-0.0014;;2.22
2026-02-18T05:09:41.008704;mvtec_AD/grid;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;78;4;5;95;0.8906;0.9951;0.5099;57;-0.0409;0.6080;0.0006;1.4276;3.87
2026-02-18T05:09:48.643426;mvtec_AD/grid;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;78;4;5;95;0.8271;0.9943;0.4617;57;-0.1044;0.0000;-0.0002;0.8429;1.55
2026-02-18T05:10:02.010015;mvtec_AD/hazelnut;cont_0pct_none;0.0;none;10;10;0;0;110;0;5;95;0.8796;0.9955;0.8107;70;;;;;3.03
2026-02-18T05:10:15.635759;mvtec_AD/hazelnut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;110;0;5;95;0.8686;0.9950;0.7989;70;-0.0111;;-0.0006;;4.98
2026-02-18T05:10:24.165113;mvtec_AD/hazelnut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;110;0;5;95;0.8796;0.9955;0.8107;70;0.0000;;0.0000;;0.01
2026-02-18T05:10:35.861260;mvtec_AD/hazelnut;cont_30pct_none;0.3;none;10;10;3;0;110;0;5;95;0.7643;0.9867;0.7883;70;-0.1154;;-0.0088;;3.14
2026-02-18T05:10:49.151927;mvtec_AD/hazelnut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;110;0;5;95;0.8250;0.9937;0.7827;70;-0.0546;0.5263;-0.0018;0.7955;4.73
2026-02-18T05:10:59.822921;mvtec_AD/hazelnut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;110;0;5;95;0.8175;0.9949;0.7973;70;-0.0621;0.4613;-0.0007;0.9253;2.18
2026-02-18T05:11:11.490909;mvtec_AD/hazelnut;cont_0pct_none;0.0;none;10;10;0;0;110;1;5;95;0.8457;0.9952;0.7977;70;;;;;3.11
2026-02-18T05:11:24.719619;mvtec_AD/hazelnut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;110;1;5;95;0.8571;0.9947;0.7810;70;0.0114;;-0.0005;;4.79
2026-02-18T05:11:33.245015;mvtec_AD/hazelnut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;110;1;5;95;0.8457;0.9952;0.7977;70;0.0000;;0.0000;;0.01
2026-02-18T05:11:44.907576;mvtec_AD/hazelnut;cont_30pct_none;0.3;none;10;10;3;0;110;1;5;95;0.8236;0.9458;0.5772;70;-0.0221;;-0.0494;;3.08
2026-02-18T05:11:58.357691;mvtec_AD/hazelnut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;110;1;5;95;0.8443;0.9895;0.7348;70;-0.0014;0.9355;-0.0057;0.8839;4.99
2026-02-18T05:12:09.029481;mvtec_AD/hazelnut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;110;1;5;95;0.8425;0.9950;0.7932;70;-0.0032;0.8548;-0.0002;0.9951;2.15
2026-02-18T05:12:20.820720;mvtec_AD/hazelnut;cont_0pct_none;0.0;none;10;10;0;0;110;2;5;95;0.8264;0.9950;0.7870;70;;;;;3.07
2026-02-18T05:12:34.185701;mvtec_AD/hazelnut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;110;2;5;95;0.8421;0.9944;0.7810;70;0.0157;;-0.0006;;4.91
2026-02-18T05:12:42.765492;mvtec_AD/hazelnut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;110;2;5;95;0.8264;0.9950;0.7870;70;0.0000;;0.0000;;0.01
2026-02-18T05:12:54.490248;mvtec_AD/hazelnut;cont_30pct_none;0.3;none;10;10;3;0;110;2;5;95;0.7446;0.9888;0.7854;70;-0.0818;;-0.0062;;3.07
2026-02-18T05:13:08.269865;mvtec_AD/hazelnut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;110;2;5;95;0.7936;0.9949;0.8017;70;-0.0329;0.5983;-0.0001;0.9834;5.06
2026-02-18T05:13:19.017047;mvtec_AD/hazelnut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;110;2;5;95;0.8200;0.9948;0.7826;70;-0.0064;0.9214;-0.0002;0.9673;2.17
2026-02-18T05:13:30.917572;mvtec_AD/hazelnut;cont_0pct_none;0.0;none;10;10;0;0;110;3;5;95;0.8104;0.9956;0.8035;70;;;;;3.07
2026-02-18T05:13:44.625581;mvtec_AD/hazelnut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;110;3;5;95;0.8121;0.9949;0.7888;70;0.0018;;-0.0007;;5.18
2026-02-18T05:13:53.231525;mvtec_AD/hazelnut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;110;3;5;95;0.8104;0.9956;0.8035;70;0.0000;;0.0000;;0.01
2026-02-18T05:14:04.965001;mvtec_AD/hazelnut;cont_30pct_none;0.3;none;10;10;3;0;110;3;5;95;0.7868;0.9924;0.7950;70;-0.0236;;-0.0032;;3.06
2026-02-18T05:14:18.472348;mvtec_AD/hazelnut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;110;3;5;95;0.7864;0.9954;0.8176;70;-0.0239;-0.0152;-0.0001;0.9672;4.93
2026-02-18T05:14:29.148395;mvtec_AD/hazelnut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;110;3;5;95;0.8357;0.9954;0.7970;70;0.0254;2.0758;-0.0001;0.9663;2.20
2026-02-18T05:14:40.989212;mvtec_AD/hazelnut;cont_0pct_none;0.0;none;10;10;0;0;110;4;5;95;0.8743;0.9953;0.7843;70;;;;;3.16
2026-02-18T05:14:54.377638;mvtec_AD/hazelnut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;110;4;5;95;0.8868;0.9949;0.7767;70;0.0125;;-0.0003;;4.91
2026-02-18T05:15:02.880349;mvtec_AD/hazelnut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;110;4;5;95;0.8743;0.9953;0.7843;70;0.0000;;0.0000;;0.01
2026-02-18T05:15:14.475649;mvtec_AD/hazelnut;cont_30pct_none;0.3;none;10;10;3;0;110;4;5;95;0.8325;0.9554;0.5740;70;-0.0418;;-0.0399;;3.10
2026-02-18T05:15:27.582113;mvtec_AD/hazelnut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;110;4;5;95;0.8579;0.9944;0.7775;70;-0.0164;0.6068;-0.0009;0.9776;4.69
2026-02-18T05:15:38.293338;mvtec_AD/hazelnut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;110;4;5;95;0.8671;0.9952;0.7832;70;-0.0071;0.8291;-0.0001;0.9987;2.15
2026-02-18T05:15:52.852555;mvtec_AD/leather;cont_0pct_none;0.0;none;10;10;0;0;124;0;5;95;0.9990;0.9925;0.3849;92;;;;;3.36
2026-02-18T05:16:07.865765;mvtec_AD/leather;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;124;0;5;95;0.9993;0.9917;0.3191;92;0.0003;;-0.0009;;5.20
2026-02-18T05:16:17.744954;mvtec_AD/leather;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;124;0;5;95;0.9990;0.9925;0.3849;92;0.0000;;0.0000;;0.01
2026-02-18T05:16:30.902774;mvtec_AD/leather;cont_30pct_none;0.3;none;10;10;3;0;124;0;5;95;0.9671;0.9791;0.4349;92;-0.0319;;-0.0135;;3.46
2026-02-18T05:16:46.117353;mvtec_AD/leather;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;124;0;5;95;0.9997;0.9941;0.4711;92;0.0007;1.0213;0.0016;1.1170;5.49
2026-02-18T05:16:58.325514;mvtec_AD/leather;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;124;0;5;95;0.9990;0.9926;0.3896;92;0.0000;1.0000;0.0001;1.0058;2.48
2026-02-18T05:17:11.578573;mvtec_AD/leather;cont_0pct_none;0.0;none;10;10;0;0;124;1;5;95;0.9990;0.9915;0.3121;92;;;;;3.46
2026-02-18T05:17:26.558122;mvtec_AD/leather;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;124;1;5;95;0.9997;0.9915;0.3106;92;0.0007;;-0.0000;;5.30
2026-02-18T05:17:36.366748;mvtec_AD/leather;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;124;1;5;95;0.9990;0.9915;0.3121;92;0.0000;;0.0000;;0.01
2026-02-18T05:17:49.440064;mvtec_AD/leather;cont_30pct_none;0.3;none;10;10;3;0;124;1;5;95;0.9660;0.9673;0.4441;92;-0.0329;;-0.0242;;3.36
2026-02-18T05:18:04.712739;mvtec_AD/leather;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;124;1;5;95;0.9993;0.9927;0.4105;92;0.0003;1.0103;0.0012;1.0477;5.62
2026-02-18T05:18:16.881560;mvtec_AD/leather;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;124;1;5;95;0.9990;0.9912;0.2973;92;0.0000;1.0000;-0.0003;0.9869;2.46
2026-02-18T05:18:30.139996;mvtec_AD/leather;cont_0pct_none;0.0;none;10;10;0;0;124;2;5;95;0.9990;0.9914;0.3287;92;;;;;3.42
2026-02-18T05:18:45.272992;mvtec_AD/leather;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;124;2;5;95;0.9997;0.9914;0.3077;92;0.0007;;-0.0000;;5.45
2026-02-18T05:18:55.015111;mvtec_AD/leather;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;124;2;5;95;0.9990;0.9914;0.3287;92;0.0000;;0.0000;;0.01
2026-02-18T05:19:08.516758;mvtec_AD/leather;cont_30pct_none;0.3;none;10;10;3;0;124;2;5;95;0.9660;0.9939;0.5754;92;-0.0329;;0.0025;;3.46
2026-02-18T05:19:23.496608;mvtec_AD/leather;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;124;2;5;95;0.9986;0.9949;0.4949;92;-0.0003;0.9897;0.0036;-0.4077;5.20
2026-02-18T05:19:35.591486;mvtec_AD/leather;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;124;2;5;95;0.9983;0.9916;0.3210;92;-0.0007;0.9794;0.0002;0.9274;2.41
2026-02-18T05:19:48.787454;mvtec_AD/leather;cont_0pct_none;0.0;none;10;10;0;0;124;3;5;95;0.9990;0.9917;0.3204;92;;;;;3.49
2026-02-18T05:20:04.038969;mvtec_AD/leather;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;124;3;5;95;0.9997;0.9918;0.3209;92;0.0007;;0.0001;;5.45
2026-02-18T05:20:13.909963;mvtec_AD/leather;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;124;3;5;95;0.9990;0.9917;0.3204;92;0.0000;;0.0000;;0.01
2026-02-18T05:20:27.028974;mvtec_AD/leather;cont_30pct_none;0.3;none;10;10;3;0;124;3;5;95;0.9667;0.9909;0.5246;92;-0.0323;;-0.0008;;3.43
2026-02-18T05:20:42.213516;mvtec_AD/leather;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;124;3;5;95;0.9997;0.9931;0.4027;92;0.0007;1.0211;0.0014;2.6722;5.46
2026-02-18T05:20:54.344825;mvtec_AD/leather;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;124;3;5;95;0.9997;0.9917;0.3192;92;0.0007;1.0211;0.0000;1.0083;2.44
2026-02-18T05:21:07.474648;mvtec_AD/leather;cont_0pct_none;0.0;none;10;10;0;0;124;4;5;95;0.9993;0.9915;0.3188;92;;;;;3.45
2026-02-18T05:21:22.218038;mvtec_AD/leather;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;124;4;5;95;0.9990;0.9918;0.3268;92;-0.0003;;0.0002;;5.09
2026-02-18T05:21:31.956926;mvtec_AD/leather;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;124;4;5;95;0.9993;0.9915;0.3188;92;0.0000;;0.0000;;0.01
2026-02-18T05:21:45.221013;mvtec_AD/leather;cont_30pct_none;0.3;none;10;10;3;0;124;4;5;95;0.9660;0.9961;0.6306;92;-0.0333;;0.0046;;3.55
2026-02-18T05:22:00.043189;mvtec_AD/leather;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;124;4;5;95;0.9983;0.9931;0.3832;92;-0.0010;0.9694;0.0016;0.6550;5.23
2026-02-18T05:22:12.265420;mvtec_AD/leather;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;124;4;5;95;0.9993;0.9914;0.3133;92;0.0000;1.0000;-0.0001;1.0245;2.47
2026-02-18T05:22:25.648758;mvtec_AD/metal_nut;cont_0pct_none;0.0;none;10;10;0;0;115;0;5;95;0.9311;0.9754;0.7902;93;;;;;3.22
2026-02-18T05:22:39.806820;mvtec_AD/metal_nut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;115;0;5;95;0.9306;0.9727;0.7749;93;-0.0005;;-0.0027;;5.23
2026-02-18T05:22:48.805186;mvtec_AD/metal_nut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;115;0;5;95;0.9311;0.9754;0.7902;93;0.0000;;0.0000;;0.01
2026-02-18T05:23:01.068323;mvtec_AD/metal_nut;cont_30pct_none;0.3;none;10;10;3;0;115;0;5;95;0.9018;0.8552;0.4570;93;-0.0293;;-0.1201;;3.20
2026-02-18T05:23:15.160866;mvtec_AD/metal_nut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;115;0;5;95;0.9330;0.8855;0.5230;93;0.0020;1.0667;-0.0899;0.2517;5.17
2026-02-18T05:23:26.742956;mvtec_AD/metal_nut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;115;0;5;95;0.9272;0.9724;0.7766;93;-0.0039;0.8667;-0.0030;0.9751;2.36
2026-02-18T05:23:38.941860;mvtec_AD/metal_nut;cont_0pct_none;0.0;none;10;10;0;0;115;1;5;95;0.8827;0.9741;0.7819;93;;;;;3.21
2026-02-18T05:23:52.770194;mvtec_AD/metal_nut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;115;1;5;95;0.8807;0.9716;0.7674;93;-0.0020;;-0.0025;;4.85
2026-02-18T05:24:01.838101;mvtec_AD/metal_nut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;115;1;5;95;0.8827;0.9741;0.7819;93;0.0000;;0.0000;;0.01
2026-02-18T05:24:13.997289;mvtec_AD/metal_nut;cont_30pct_none;0.3;none;10;10;3;0;115;1;5;95;0.8402;0.9722;0.7783;93;-0.0425;;-0.0019;;3.19
2026-02-18T05:24:28.263910;mvtec_AD/metal_nut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;115;1;5;95;0.8724;0.9721;0.7731;93;-0.0103;0.7586;-0.0021;-0.0839;5.29
2026-02-18T05:24:39.616336;mvtec_AD/metal_nut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;115;1;5;95;0.8763;0.9728;0.7756;93;-0.0064;0.8506;-0.0014;0.2856;2.29
2026-02-18T05:24:51.853265;mvtec_AD/metal_nut;cont_0pct_none;0.0;none;10;10;0;0;115;2;5;95;0.9071;0.9736;0.7799;93;;;;;3.21
2026-02-18T05:25:05.879513;mvtec_AD/metal_nut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;115;2;5;95;0.8939;0.9717;0.7694;93;-0.0132;;-0.0019;;4.90
2026-02-18T05:25:15.109945;mvtec_AD/metal_nut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;115;2;5;95;0.9071;0.9736;0.7799;93;0.0000;;0.0000;;0.01
2026-02-18T05:25:27.492725;mvtec_AD/metal_nut;cont_30pct_none;0.3;none;10;10;3;0;115;2;5;95;0.8685;0.8721;0.4834;93;-0.0386;;-0.1014;;3.32
2026-02-18T05:25:41.621114;mvtec_AD/metal_nut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;115;2;5;95;0.8812;0.8924;0.5231;93;-0.0259;0.3291;-0.0812;0.1999;4.96
2026-02-18T05:25:52.898184;mvtec_AD/metal_nut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;115;2;5;95;0.9110;0.9725;0.7755;93;0.0039;1.1013;-0.0010;0.9898;2.28
2026-02-18T05:26:05.206068;mvtec_AD/metal_nut;cont_0pct_none;0.0;none;10;10;0;0;115;3;5;95;0.9164;0.9759;0.7932;93;;;;;3.25
2026-02-18T05:26:19.162883;mvtec_AD/metal_nut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;115;3;5;95;0.9091;0.9740;0.7823;93;-0.0073;;-0.0019;;4.98
2026-02-18T05:26:28.172427;mvtec_AD/metal_nut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;115;3;5;95;0.9164;0.9759;0.7932;93;0.0000;;0.0000;;0.01
2026-02-18T05:26:40.354461;mvtec_AD/metal_nut;cont_30pct_none;0.3;none;10;10;3;0;115;3;5;95;0.8661;0.8455;0.4492;93;-0.0503;;-0.1304;;3.19
2026-02-18T05:26:54.160502;mvtec_AD/metal_nut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;115;3;5;95;0.8920;0.8863;0.5275;93;-0.0244;0.5146;-0.0896;0.3129;4.86
2026-02-18T05:27:05.296870;mvtec_AD/metal_nut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;115;3;5;95;0.9198;0.9740;0.7818;93;0.0034;1.0680;-0.0019;0.9853;2.21
2026-02-18T05:27:17.668856;mvtec_AD/metal_nut;cont_0pct_none;0.0;none;10;10;0;0;115;4;5;95;0.9360;0.9734;0.7790;93;;;;;3.25
2026-02-18T05:27:31.841939;mvtec_AD/metal_nut;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;115;4;5;95;0.9321;0.9708;0.7647;93;-0.0039;;-0.0027;;5.28
2026-02-18T05:27:40.803345;mvtec_AD/metal_nut;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;115;4;5;95;0.9360;0.9734;0.7790;93;0.0000;;0.0000;;0.01
2026-02-18T05:27:53.101153;mvtec_AD/metal_nut;cont_30pct_none;0.3;none;10;10;3;0;115;4;5;95;0.8734;0.9711;0.7705;93;-0.0626;;-0.0023;;3.13
2026-02-18T05:28:07.081970;mvtec_AD/metal_nut;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;115;4;5;95;0.9013;0.9707;0.7643;93;-0.0347;0.4453;-0.0028;-0.1898;5.06
2026-02-18T05:28:18.477449;mvtec_AD/metal_nut;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;115;4;5;95;0.9179;0.9710;0.7695;93;-0.0181;0.7109;-0.0024;-0.0267;2.25
2026-02-18T05:28:38.580682;mvtec_AD/pill;cont_0pct_none;0.0;none;10;10;0;0;167;0;5;95;0.9258;0.9413;0.4813;141;;;;;4.58
2026-02-18T05:28:59.215281;mvtec_AD/pill;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;167;0;5;95;0.9171;0.9388;0.4626;141;-0.0087;;-0.0025;;6.69
2026-02-18T05:29:12.984700;mvtec_AD/pill;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;167;0;5;95;0.9258;0.9413;0.4813;141;0.0000;;0.0000;;0.01
2026-02-18T05:29:31.334106;mvtec_AD/pill;cont_30pct_none;0.3;none;10;10;3;0;167;0;5;95;0.8931;0.9105;0.4150;141;-0.0327;;-0.0309;;4.64
2026-02-18T05:29:51.031418;mvtec_AD/pill;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;167;0;5;95;0.9034;0.9229;0.4351;141;-0.0224;0.3167;-0.0184;0.4028;6.16
2026-02-18T05:30:08.038024;mvtec_AD/pill;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;167;0;5;95;0.9149;0.9400;0.4780;141;-0.0109;0.6667;-0.0013;0.9573;3.22
2026-02-18T05:30:26.498917;mvtec_AD/pill;cont_0pct_none;0.0;none;10;10;0;0;167;1;5;95;0.8963;0.9430;0.4834;141;;;;;4.78
2026-02-18T05:30:46.317641;mvtec_AD/pill;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;167;1;5;95;0.8947;0.9400;0.4646;141;-0.0016;;-0.0030;;6.20
2026-02-18T05:31:00.053668;mvtec_AD/pill;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;167;1;5;95;0.8963;0.9430;0.4834;141;0.0000;;0.0000;;0.01
2026-02-18T05:31:18.742362;mvtec_AD/pill;cont_30pct_none;0.3;none;10;10;3;0;167;1;5;95;0.8672;0.9381;0.4461;141;-0.0292;;-0.0048;;4.71
2026-02-18T05:31:38.947682;mvtec_AD/pill;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;167;1;5;95;0.8753;0.9373;0.4561;141;-0.0210;0.2804;-0.0056;-0.1605;6.54
2026-02-18T05:31:55.940292;mvtec_AD/pill;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;167;1;5;95;0.8953;0.9389;0.4688;141;-0.0011;0.9626;-0.0041;0.1593;3.28
2026-02-18T05:32:14.266503;mvtec_AD/pill;cont_0pct_none;0.0;none;10;10;0;0;167;2;5;95;0.8996;0.9452;0.4858;141;;;;;4.55
2026-02-18T05:32:34.224597;mvtec_AD/pill;cont_0pct_ensemble_loo_mahal;0.0;ensemble_loo_mahal;10;10;0;392;167;2;5;95;0.8917;0.9422;0.4684;141;-0.0079;;-0.0030;;6.37
2026-02-18T05:32:47.956348;mvtec_AD/pill;cont_0pct_oracle_patch;0.0;oracle_patch;10;10;0;0;167;2;5;95;0.8996;0.9452;0.4858;141;0.0000;;0.0000;;0.01
2026-02-18T05:33:06.203608;mvtec_AD/pill;cont_30pct_none;0.3;none;10;10;3;0;167;2;5;95;0.8740;0.9206;0.4415;141;-0.0256;;-0.0246;;4.55
2026-02-18T05:33:26.349628;mvtec_AD/pill;cont_30pct_ensemble_loo_mahal;0.3;ensemble_loo_mahal;10;10;3;392;167;2;5;95;0.8947;0.9280;0.4602;141;-0.0049;0.8085;-0.0172;0.3032;6.33
2026-02-18T05:33:43.185183;mvtec_AD/pill;cont_30pct_oracle_patch;0.3;oracle_patch;10;10;3;2352;167;2;5;95;0.8917;0.9445;0.4836;141;-0.0079;0.6915;-0.0007;0.9736;3.27
2026-02-18T05:34:01.631492;mvtec_AD/pill;cont_0pct_none;0.0;none;10;10;0;0;167;3;5;95;0.9026;0.9428;0.4858;141;;;;;4.62
