timestamp;dataset;setup;detector;auditor;method;contamination_rate;seed;train_limit;n_train;n_contaminated;n_removed;n_cont_removed;top1_cont;top2_cont;top3_cont;img_auroc;img_aupr;tpr_fpr1;tpr_fpr5;elapsed_s
2026-07-21T22:40:36;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;0;10;10;0;0;0;0;0;0;0.971875;0.984851;0.875;0.90625;5.16
2026-07-21T22:40:43;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;0;10;10;0;0;0;0;0;0;0.971875;0.984851;0.875;0.90625;7.04
2026-07-21T22:40:54;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;2;2;1;2;3;0.96875;0.984737;0.875;0.90625;3.15
2026-07-21T22:40:58;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;0;10;10;3;2;2;1;2;3;0.976562;0.987542;0.90625;0.90625;3.56
2026-07-21T22:41:00;mvtec_AD/bottle;B;dino;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.970313;0.98522;0.875;0.90625;2.55
2026-07-21T22:41:03;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_knn;0.3;0;10;10;3;4;3;;;;0.960938;0.980521;0.84375;0.875;2.24
2026-07-21T22:41:05;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_lof;0.3;0;10;10;3;3;3;;;;0.970313;0.98522;0.875;0.90625;2.57
2026-07-21T22:41:08;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;0;10;10;3;3;3;;;;0.970313;0.98522;0.875;0.90625;2.91
2026-07-21T22:41:11;mvtec_AD/bottle;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;2;2;;;;0.99375;0.996345;0.96875;0.96875;0.34
2026-07-21T22:41:11;mvtec_AD/bottle;B;clip;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.995313;0.997185;0.96875;0.96875;0.32
2026-07-21T22:41:18;mvtec_AD/bottle;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;2;2;;;;0.98125;0.991477;0.96875;0.96875;4.87
2026-07-21T22:41:23;mvtec_AD/bottle;B;dinov2;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.982812;0.992006;0.96875;0.96875;4.26
2026-07-21T22:43:17;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;1;10;10;0;2;0;0;0;0;0.979687;0.988236;0.84375;0.90625;2.77
2026-07-21T22:43:20;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;1;10;10;0;2;0;0;0;0;0.982812;0.989811;0.84375;0.90625;3.44
2026-07-21T22:43:25;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;0;0;1;2;3;0.98125;0.988724;0.875;0.875;3.64
2026-07-21T22:43:28;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;1;10;10;3;0;0;1;2;3;0.98125;0.988724;0.875;0.875;3.35
2026-07-21T22:43:31;mvtec_AD/bottle;B;dino;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.98125;0.988947;0.84375;0.90625;2.59
2026-07-21T22:43:34;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_knn;0.3;1;10;10;3;3;3;;;;0.98125;0.988947;0.84375;0.90625;2.46
2026-07-21T22:43:36;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_lof;0.3;1;10;10;3;3;3;;;;0.98125;0.988947;0.84375;0.90625;2.49
2026-07-21T22:43:39;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;1;10;10;3;2;2;;;;0.98125;0.988913;0.875;0.875;2.83
2026-07-21T22:43:43;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;2;10;10;0;1;0;0;0;0;0.985938;0.991221;0.84375;0.875;3.28
2026-07-21T22:43:47;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;2;10;10;0;1;0;0;0;0;0.9875;0.992299;0.875;0.875;3.5
2026-07-21T22:43:50;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;3;3;1;2;3;0.9875;0.992024;0.8125;0.9375;2.47
2026-07-21T22:43:54;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;2;10;10;3;3;3;1;2;3;0.982813;0.989099;0.8125;0.84375;3.57
2026-07-21T22:43:56;mvtec_AD/bottle;B;dino;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.9875;0.992024;0.8125;0.9375;2.44
2026-07-21T22:43:59;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_knn;0.3;2;10;10;3;3;3;;;;0.9875;0.992024;0.8125;0.9375;2.46
2026-07-21T22:44:01;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_lof;0.3;2;10;10;3;4;3;;;;0.984375;0.990105;0.8125;0.875;2.18
2026-07-21T22:44:04;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;2;10;10;3;2;2;;;;0.989063;0.992942;0.8125;0.9375;2.71
2026-07-21T22:44:08;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;3;10;10;0;2;0;0;0;0;0.96875;0.986856;0.9375;0.9375;2.72
2026-07-21T22:44:11;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;3;10;10;0;2;0;0;0;0;0.973438;0.988133;0.9375;0.9375;3.4
2026-07-21T22:44:15;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;3;3;1;2;3;0.975;0.988595;0.9375;0.9375;2.45
2026-07-21T22:44:18;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;3;10;10;3;3;3;1;2;3;0.975;0.988595;0.9375;0.9375;3.56
2026-07-21T22:44:21;mvtec_AD/bottle;B;dino;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.975;0.988595;0.9375;0.9375;2.46
2026-07-21T22:44:23;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_knn;0.3;3;10;10;3;3;3;;;;0.975;0.988595;0.9375;0.9375;2.45
2026-07-21T22:44:26;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_lof;0.3;3;10;10;3;3;3;;;;0.975;0.988595;0.9375;0.9375;2.44
2026-07-21T22:44:29;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;3;10;10;3;1;1;;;;0.975;0.988595;0.9375;0.9375;3.11
2026-07-21T22:44:33;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;4;10;10;0;2;0;0;0;0;0.984375;0.991003;0.90625;0.90625;2.86
2026-07-21T22:44:36;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;4;10;10;0;2;0;0;0;0;0.979688;0.988529;0.90625;0.90625;3.47
2026-07-21T22:44:40;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;3;3;1;2;3;0.979688;0.98806;0.875;0.90625;2.39
2026-07-21T22:44:43;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;4;10;10;3;3;3;1;2;3;0.976562;0.986776;0.875;0.90625;3.52
2026-07-21T22:44:46;mvtec_AD/bottle;B;dino;;oracle_remove;0.3;4;10;10;3;3;3;;;;0.979688;0.98806;0.875;0.90625;2.56
2026-07-21T22:44:49;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_knn;0.3;4;10;10;3;3;3;;;;0.979688;0.98806;0.875;0.90625;2.46
2026-07-21T22:44:51;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_lof;0.3;4;10;10;3;3;3;;;;0.979688;0.98806;0.875;0.90625;2.5
2026-07-21T22:44:54;mvtec_AD/bottle;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;4;10;10;3;2;2;;;;0.985937;0.991569;0.875;0.90625;2.84
2026-07-21T22:44:55;mvtec_AD/bottle;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;0;0;;;;0.998437;0.999053;0.96875;0.96875;0.43
2026-07-21T22:44:55;mvtec_AD/bottle;B;clip;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.99375;0.996177;0.9375;0.96875;0.3
2026-07-21T22:44:55;mvtec_AD/bottle;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;3;3;;;;0.998437;0.999053;0.96875;1.0;0.29
2026-07-21T22:44:56;mvtec_AD/bottle;B;clip;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.998437;0.999053;0.96875;1.0;0.28
2026-07-21T22:44:56;mvtec_AD/bottle;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;3;3;;;;0.989063;0.993273;0.875;0.90625;0.32
2026-07-21T22:44:56;mvtec_AD/bottle;B;clip;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.989063;0.993273;0.875;0.90625;0.27
2026-07-21T22:44:57;mvtec_AD/bottle;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;3;3;;;;1.0;1.0;1.0;1.0;0.3
2026-07-21T22:44:57;mvtec_AD/bottle;B;clip;;oracle_remove;0.3;4;10;10;3;3;3;;;;1.0;1.0;1.0;1.0;0.36
2026-07-21T22:45:04;mvtec_AD/bottle;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;0;0;;;;0.98125;0.990666;0.9375;0.9375;6.11
2026-07-21T22:45:08;mvtec_AD/bottle;B;dinov2;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.985938;0.99314;0.96875;0.96875;4.18
2026-07-21T22:45:12;mvtec_AD/bottle;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;3;3;;;;1.0;1.0;1.0;1.0;4.21
2026-07-21T22:45:17;mvtec_AD/bottle;B;dinov2;;oracle_remove;0.3;2;10;10;3;3;3;;;;1.0;1.0;1.0;1.0;4.2
2026-07-21T22:45:21;mvtec_AD/bottle;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;3;3;;;;0.971875;0.98875;0.96875;0.96875;4.06
2026-07-21T22:45:25;mvtec_AD/bottle;B;dinov2;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.971875;0.98875;0.96875;0.96875;4.21
2026-07-21T22:45:29;mvtec_AD/bottle;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;3;3;;;;0.9875;0.992956;0.9375;0.9375;4.03
2026-07-21T22:45:33;mvtec_AD/bottle;B;dinov2;;oracle_remove;0.3;4;10;10;3;3;3;;;;0.9875;0.992956;0.9375;0.9375;4.22
2026-07-21T22:45:47;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;0;10;10;0;1;0;0;0;0;0.941904;0.94282;0.717391;0.782609;6.21
2026-07-21T22:45:54;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;0;10;10;0;1;0;0;0;0;0.955022;0.95616;0.717391;0.826087;6.79
2026-07-21T22:46:02;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;0;0;1;2;2;0.923913;0.931284;0.652174;0.76087;7.11
2026-07-21T22:46:09;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;0;10;10;3;0;0;1;2;2;0.923913;0.931284;0.652174;0.76087;7.07
2026-07-21T22:46:14;mvtec_AD/cable;B;dino;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.933283;0.938084;0.673913;0.804348;4.92
2026-07-21T22:46:21;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_knn;0.3;0;10;10;3;0;0;;;;0.923913;0.931284;0.652174;0.76087;6.74
2026-07-21T22:46:27;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_lof;0.3;0;10;10;3;1;1;;;;0.928036;0.935837;0.717391;0.782609;6.19
2026-07-21T22:46:33;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;0;10;10;3;1;0;;;;0.846327;0.84517;0.478261;0.5;6.16
2026-07-21T22:46:42;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;1;10;10;0;0;0;0;0;0;0.961019;0.960385;0.608696;0.847826;7.49
2026-07-21T22:46:49;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;1;10;10;0;0;0;0;0;0;0.961019;0.960385;0.608696;0.847826;6.73
2026-07-21T22:46:56;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;1;1;1;2;2;0.930285;0.931004;0.630435;0.717391;6.16
2026-07-21T22:47:03;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;1;10;10;3;1;1;1;2;2;0.917541;0.922841;0.608696;0.717391;7.12
2026-07-21T22:47:08;mvtec_AD/cable;B;dino;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.939655;0.937993;0.630435;0.717391;4.88
2026-07-21T22:47:14;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_knn;0.3;1;10;10;3;2;0;;;;0.942654;0.941592;0.673913;0.717391;5.65
2026-07-21T22:47:18;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_lof;0.3;1;10;10;3;3;0;;;;0.925037;0.919505;0.521739;0.717391;4.94
2026-07-21T22:47:25;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;1;10;10;3;1;0;;;;0.942279;0.940915;0.652174;0.695652;6.04
2026-07-21T22:47:33;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;2;10;10;0;0;0;0;0;0;0.875937;0.86621;0.478261;0.478261;6.94
2026-07-21T22:47:39;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;2;10;10;0;0;0;0;0;0;0.875937;0.86621;0.478261;0.478261;6.94
2026-07-21T22:47:46;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;2;2;1;2;2;0.943403;0.939773;0.630435;0.73913;5.59
2026-07-21T22:47:53;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;2;10;10;3;2;2;1;2;2;0.94078;0.931711;0.565217;0.695652;7.01
2026-07-21T22:47:58;mvtec_AD/cable;B;dino;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.892429;0.881608;0.478261;0.521739;4.88
2026-07-21T22:48:04;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_knn;0.3;2;10;10;3;1;1;;;;0.937031;0.931594;0.608696;0.673913;6.15
2026-07-21T22:48:09;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_lof;0.3;2;10;10;3;3;2;;;;0.884183;0.877619;0.478261;0.521739;5.04
2026-07-21T22:48:15;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;2;10;10;3;2;1;;;;0.936282;0.932841;0.652174;0.695652;5.54
2026-07-21T22:48:22;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;3;10;10;0;1;0;0;0;0;0.923913;0.937416;0.673913;0.76087;6.26
2026-07-21T22:48:29;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;3;10;10;0;1;0;0;0;0;0.933283;0.938965;0.652174;0.73913;6.82
2026-07-21T22:48:36;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;2;2;1;2;2;0.925037;0.934025;0.673913;0.76087;5.47
2026-07-21T22:48:42;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;3;10;10;3;2;2;1;2;2;0.942654;0.9439;0.673913;0.782609;6.85
2026-07-21T22:48:48;mvtec_AD/cable;B;dino;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.91904;0.93093;0.673913;0.76087;5.1
2026-07-21T22:48:53;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_knn;0.3;3;10;10;3;2;1;;;;0.936657;0.937561;0.630435;0.782609;5.34
2026-07-21T22:48:58;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_lof;0.3;3;10;10;3;2;1;;;;0.936657;0.937561;0.630435;0.782609;5.38
2026-07-21T22:49:05;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;3;10;10;3;0;0;;;;0.932159;0.931331;0.630435;0.695652;6.75
2026-07-21T22:49:12;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;4;10;10;0;1;0;0;0;0;0.940405;0.943718;0.673913;0.804348;6.05
2026-07-21T22:49:19;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;4;10;10;0;1;0;0;0;0;0.954648;0.959693;0.717391;0.869565;6.88
2026-07-21T22:49:26;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;2;2;1;2;2;0.925412;0.932636;0.73913;0.76087;5.42
2026-07-21T22:49:32;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;4;10;10;3;2;2;1;2;2;0.933658;0.942366;0.73913;0.847826;6.76
2026-07-21T22:49:37;mvtec_AD/cable;B;dino;;oracle_remove;0.3;4;10;10;3;3;3;;;;0.940405;0.945193;0.782609;0.782609;4.92
2026-07-21T22:49:43;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_knn;0.3;4;10;10;3;2;1;;;;0.904798;0.913924;0.630435;0.717391;5.46
2026-07-21T22:49:47;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_lof;0.3;4;10;10;3;4;2;;;;0.872189;0.888205;0.608696;0.673913;4.05
2026-07-21T22:49:54;mvtec_AD/cable;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;4;10;10;3;1;1;;;;0.922039;0.92642;0.630435;0.76087;6.57
2026-07-21T22:49:55;mvtec_AD/cable;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;0;0;;;;0.955397;0.957267;0.76087;0.869565;0.85
2026-07-21T22:49:56;mvtec_AD/cable;B;clip;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.964768;0.968962;0.847826;0.891304;0.59
2026-07-21T22:49:57;mvtec_AD/cable;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;1;1;;;;0.918291;0.92386;0.673913;0.717391;0.67
2026-07-21T22:49:57;mvtec_AD/cable;B;clip;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.910795;0.919433;0.695652;0.717391;0.59
2026-07-21T22:49:58;mvtec_AD/cable;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;2;2;;;;0.928036;0.944974;0.826087;0.826087;0.6
2026-07-21T22:49:58;mvtec_AD/cable;B;clip;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.925037;0.944421;0.804348;0.847826;0.59
2026-07-21T22:49:59;mvtec_AD/cable;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;2;2;;;;0.927661;0.937766;0.76087;0.76087;0.63
2026-07-21T22:50:00;mvtec_AD/cable;B;clip;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.92991;0.940053;0.782609;0.804348;0.63
2026-07-21T22:50:00;mvtec_AD/cable;B;clip;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;2;2;;;;0.934408;0.943786;0.76087;0.804348;0.7
2026-07-21T22:50:01;mvtec_AD/cable;B;clip;;oracle_remove;0.3;4;10;10;3;3;3;;;;0.948276;0.954;0.826087;0.826087;0.61
2026-07-21T22:50:15;mvtec_AD/cable;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;0;0;;;;0.939655;0.945071;0.76087;0.804348;11.61
2026-07-21T22:50:23;mvtec_AD/cable;B;dinov2;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.95015;0.955029;0.826087;0.847826;8.61
2026-07-21T22:50:34;mvtec_AD/cable;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;1;1;;;;0.895427;0.89686;0.586957;0.630435;10.24
2026-07-21T22:50:42;mvtec_AD/cable;B;dinov2;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.918666;0.919916;0.652174;0.717391;7.85
2026-07-21T22:50:51;mvtec_AD/cable;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;2;2;;;;0.955772;0.954311;0.652174;0.826087;9.04
2026-07-21T22:50:59;mvtec_AD/cable;B;dinov2;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.900675;0.899356;0.586957;0.652174;7.83
2026-07-21T22:51:07;mvtec_AD/cable;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;2;2;;;;0.943403;0.953033;0.804348;0.847826;8.9
2026-07-21T22:51:15;mvtec_AD/cable;B;dinov2;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.937781;0.947989;0.782609;0.826087;7.7
2026-07-21T22:51:24;mvtec_AD/cable;B;dinov2;dino_imgmax_mad1.5;audit_remove;0.3;4;10;10;3;2;2;;;;0.952774;0.952255;0.695652;0.869565;8.96
2026-07-21T22:51:32;mvtec_AD/cable;B;dinov2;;oracle_remove;0.3;4;10;10;3;3;3;;;;0.961394;0.960103;0.717391;0.891304;7.82
2026-07-21T22:51:44;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;0;10;10;0;2;0;0;0;0;0.866403;0.942763;0.454545;0.618182;4.04
2026-07-21T22:51:49;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;0;10;10;0;2;0;0;0;0;0.905138;0.961672;0.545455;0.727273;5.07
2026-07-21T22:51:54;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;0;10;10;3;1;1;1;2;2;0.886166;0.951636;0.454545;0.672727;4.48
2026-07-21T22:51:59;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;0;10;10;3;1;1;1;2;2;0.904348;0.961503;0.581818;0.745455;5.07
2026-07-21T22:52:03;mvtec_AD/capsule;B;dino;;oracle_remove;0.3;0;10;10;3;3;3;;;;0.853755;0.931738;0.290909;0.509091;3.47
2026-07-21T22:52:06;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_knn;0.3;0;10;10;3;3;2;;;;0.898814;0.958814;0.563636;0.727273;3.49
2026-07-21T22:52:10;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_lof;0.3;0;10;10;3;3;2;;;;0.898814;0.958814;0.563636;0.727273;3.58
2026-07-21T22:52:14;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;0;10;10;3;2;2;;;;0.894071;0.955313;0.490909;0.654545;4.13
2026-07-21T22:52:19;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;1;10;10;0;1;0;0;0;0;0.897233;0.955508;0.472727;0.690909;4.36
2026-07-21T22:52:24;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;1;10;10;0;1;0;0;0;0;0.902767;0.958331;0.436364;0.745455;5.01
2026-07-21T22:52:30;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;1;10;10;3;1;1;1;1;2;0.845059;0.930922;0.309091;0.6;4.55
2026-07-21T22:52:35;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;1;10;10;3;1;1;1;1;2;0.854545;0.934102;0.327273;0.618182;5.08
2026-07-21T22:52:38;mvtec_AD/capsule;B;dino;;oracle_remove;0.3;1;10;10;3;3;3;;;;0.848221;0.933144;0.363636;0.654545;3.47
2026-07-21T22:52:43;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_knn;0.3;1;10;10;3;1;1;;;;0.837154;0.924133;0.290909;0.581818;4.39
2026-07-21T22:52:47;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_lof;0.3;1;10;10;3;2;1;;;;0.792885;0.899932;0.236364;0.472727;4.05
2026-07-21T22:52:52;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;1;10;10;3;0;0;;;;0.841107;0.927286;0.290909;0.6;4.97
2026-07-21T22:52:58;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;2;10;10;0;0;0;0;0;0;0.878261;0.946603;0.436364;0.672727;5.0
2026-07-21T22:53:03;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;2;10;10;0;0;0;0;0;0;0.878261;0.946603;0.436364;0.672727;4.97
2026-07-21T22:53:09;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;2;10;10;3;0;0;1;2;2;0.857708;0.943068;0.545455;0.618182;4.85
2026-07-21T22:53:14;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;2;10;10;3;0;0;1;2;2;0.857708;0.943068;0.545455;0.618182;4.98
2026-07-21T22:53:17;mvtec_AD/capsule;B;dino;;oracle_remove;0.3;2;10;10;3;3;3;;;;0.894071;0.956611;0.509091;0.763636;3.59
2026-07-21T22:53:22;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_knn;0.3;2;10;10;3;1;0;;;;0.86166;0.944155;0.563636;0.636364;4.62
2026-07-21T22:53:26;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_lof;0.3;2;10;10;3;1;0;;;;0.86166;0.944155;0.563636;0.636364;4.42
2026-07-21T22:53:31;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;2;10;10;3;0;0;;;;0.857708;0.943068;0.545455;0.618182;4.92
2026-07-21T22:53:37;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.0;3;10;10;0;0;0;0;0;0;0.867984;0.942428;0.418182;0.581818;5.12
2026-07-21T22:53:43;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.0;3;10;10;0;0;0;0;0;0;0.867984;0.942428;0.418182;0.581818;5.18
2026-07-21T22:53:49;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_remove;0.3;3;10;10;3;0;0;1;2;3;0.856126;0.938277;0.4;0.690909;4.87
2026-07-21T22:53:53;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;audit_recapture;0.3;3;10;10;3;0;0;1;2;3;0.856126;0.938277;0.4;0.690909;4.93
2026-07-21T22:53:57;mvtec_AD/capsule;B;dino;;oracle_remove;0.3;3;10;10;3;3;3;;;;0.841897;0.931249;0.418182;0.509091;3.55
2026-07-21T22:54:01;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_knn;0.3;3;10;10;3;3;2;;;;0.820553;0.91595;0.327273;0.4;3.52
2026-07-21T22:54:04;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_lof;0.3;3;10;10;3;3;2;;;;0.820553;0.91595;0.327273;0.4;3.6
2026-07-21T22:54:08;mvtec_AD/capsule;B;dino;dino_imgmax_mad1.5;base_iforest;0.3;3;10;10;3;2;1;;;;0.818972;0.919116;0.363636;0.4;4.08
